이영경,108,155
탁은경,40,159
조은영,94,193
이영홍,89,181
조지홍,49,205
유나홍,79,168
서문은현,76,141
탁재경,82,153
김은라,44,184
서문보조,112,196
박이라,76,178
서문지현,58,172
유재라,64,157
김나경,40,206
박지현,49,194
서문영희,97,147
서문지희,89,146
서문보영,90,192
박재경,85,178
조지라,67,194
박은희,102,156
조나조,62,189
조은영,40,164
김나라,43,196
조영라,63,158
조지희,89,202
서문이조,84,149
이보현,110,183
이재홍,45,157
유보현,60,203
유영희,47,187
조지영,110,198
이재조,66,185
유영라,100,196
조영희,115,208
탁영라,68,156
김지홍,116,186
서문나희,103,197
김이홍,116,166
박보희,91,191
조은영,117,171
박이희,103,192
이나경,84,186
조은조,106,142
김재라,74,141
서문나영,98,200
김이현,56,167
유재영,48,181
서문이경,61,152
조지영,94,196
탁지현,86,203
서문영조,101,188
유은조,102,161
탁영현,82,155
조이경,103,186
서문은조,73,170
서문은희,102,206
이보희,107,147
조영경,104,190
조은홍,106,181
유이조,69,170
조은조,77,209
탁지현,97,151
김지영,60,198
조보경,87,162
유재홍,86,181
박보홍,67,165
유은조,93,178
탁보영,40,208
박보경,114,145
박지조,105,198
서문이홍,51,148
김지희,58,203
서문보영,76,200
이영홍,88,157
조지영,58,187
서문이현,40,182
서문이홍,74,206
박보홍,117,165
탁나현,119,203
서문이라,88,181
이은홍,102,190
박나홍,103,201
이영영,79,192
조나경,118,188
이보현,110,171
서문재희,72,160
탁은경,109,200
박보라,111,180
조은현,94,196
박나희,81,199
서문나현,89,174
김이희,54,203
유영영,73,171
서문보현,109,159
조지경,49,157
김지경,50,195
탁나라,61,152
탁영홍,82,196
김나희,93,141
조이홍,115,157
서문보조,108,190
김보홍,111,190
서문보경,94,196
박보희,77,202
박보경,52,206
서문영조,81,146
탁지희,47,191
김은라,96,144
탁보희,43,185
조이경,49,196
서문보라,69,158
김지희,85,162
서문보조,72,162
서문나홍,52,180
조재희,74,186
탁보경,101,207
박이영,112,154
유나희,88,177
박지경,110,207
이재라,110,174
탁이조,66,175
조보홍,115,140
탁보경,85,154
조이현,41,190
박이조,115,194
이이라,96,197
이지조,88,197
유보홍,46,192
김지라,64,141
서문영조,64,196
서문지조,105,205
서문보현,100,182
조보영,88,184
조지희,88,164
탁재조,68,203
박이희,102,169
유영현,103,181
김영희,85,186
이지현,80,197
김지라,76,203
탁보영,75,155
조이영,104,149
김영영,90,156
조이홍,65,161
서문재조,59,168
서문은영,53,193
유영홍,104,161
서문이현,106,157
조나희,105,197
김지홍,54,203
탁재영,112,182
조지현,106,147
서문지조,65,163
조지홍,116,200
박지홍,60,145
조은조,84,142
박나경,93,147
이보영,49,162
서문영조,119,174
서문지조,46,175
서문보라,99,177
이나라,84,185
서문나현,73,192
김은희,52,208
조이경,45,148
박이희,70,184
탁영조,92,207
조지홍,45,175
서문영경,71,171
탁나현,87,176
서문은영,82,207
박나조,51,165
유영영,61,157
유은경,85,156
조이희,59,194
김재조,63,188
유이희,45,162
이은경,64,175
서문지경,67,162
서문나현,52,157
탁영경,110,152
서문재영,106,140
조지홍,95,185
박지희,55,171
유영희,89,175
서문나조,62,163
박나홍,78,200
박지현,99,201
서문영경,76,194
탁지경,53,183
서문영조,68,209
서문은홍,110,200
김이현,76,172
서문보경,101,151
박재영,51,146
조이조,70,165
탁지홍,69,206
서문지현,81,166
서문영라,85,150
탁나라,55,154
탁보희,79,182
이영현,97,153
서문은희,98,141
서문보라,93,190
이영희,118,192
박보희,87,188
탁이영,85,142
서문영희,72,208
서문재현,62,159
이재홍,110,181
서문영홍,88,171
탁영영,51,189
김보라,76,176
서문지라,117,148
박보경,115,149
김영라,74,152
조재라,115,154
김보경,70,179
박나희,111,156
김보현,108,177
유재조,94,190
조영경,58,166
조지희,70,146
김나라,83,153
조이경,66,154
탁은라,109,149
탁이경,43,209
박은영,97,158
탁이경,101,178
유보라,111,187
서문이홍,99,206
유지라,71,146
유보홍,56,160
박보조,113,192
김영영,60,181
유보라,89,156
김재현,117,166
이은경,97,191
유이현,102,172
이지경,70,168
서문보경,97,207
서문영조,67,171
김나라,117,186
유나조,90,191
서문이조,74,183
서문지홍,48,207
탁지희,50,201
박은희,102,185
탁영현,59,160
이나경,56,154
서문이라,48,142
서문이홍,76,193
유이희,89,199
이지영,95,162
이이경,61,200
탁보희,119,200
이나현,67,147
탁이라,44,144
유나희,83,177
유은홍,59,142
탁지희,103,183
이은경,94,176
서문나희,82,180
탁보조,47,147
이재조,77,196
조이라,53,168
박영영,100,197
유지현,42,161
탁재라,109,200
이지라,68,181
유은경,92,172
조재조,48,184
이나경,56,142
김나조,48,203
김재영,74,181
박보영,93,157
박재희,70,203
김이현,72,193
조은희,63,152
박나희,50,209
조은라,73,168
탁영경,95,191
이보희,85,179
조이라,91,143
조재홍,50,204
조보조,117,157
탁이현,95,142
김보영,76,160
탁보영,62,155
유영현,65,193
서문보라,75,142
탁이현,61,145
서문이조,85,202
이보홍,89,162
박재조,88,147
유나영,91,165
김보홍,92,177
탁이현,56,152
김은영,111,155
박이홍,118,144
김이현,105,195
조이조,113,184
이나현,82,189
유이조,117,159
조재홍,64,209
박보조,80,198
조보현,53,149
이나라,96,169
김이조,89,198
조은조,87,147
이은영,88,143
서문영조,89,143
박은영,73,172
김재현,116,181
유지희,53,147
김보라,62,191
이영조,52,178
이은영,65,176
박영희,48,175
조지영,100,145
이보희,112,169
서문보라,69,195
유지홍,118,149
김영조,81,197
탁나희,81,184
탁이라,44,205
서문이희,105,190
서문재현,116,164
이보희,69,186
서문보희,101,202
탁이현,119,166
유지홍,89,195
이은영,56,180
이영조,52,146
이재라,45,146
조이홍,112,203
유재현,42,190
조보희,90,156
이나홍,84,198
서문나희,84,194
조보희,69,142
김지현,82,141
유이조,43,202
김은조,100,209
탁보홍,119,186
박보홍,118,169
조재희,86,201
박영경,96,205
유보영,55,144
서문보영,52,181
유은경,42,143
박영영,110,157
이영라,106,191
탁나희,114,202
서문재영,50,147
서문영경,51,155
서문이라,99,160
이나영,84,208
유은영,86,194
김재현,60,201
조은조,117,140
탁보경,78,167
탁나라,86,174
이지경,101,148
박은경,119,161
이보홍,82,197
이나라,61,160
탁나영,43,193
서문보현,117,163
박재영,119,163
박이영,84,173
조이희,109,147
탁지라,79,179
조나희,50,171
유보희,115,158
유이영,65,206
이나희,106,140
유보현,108,156
유나홍,76,144
유영라,92,163
이재경,83,175
유재현,93,188
탁재조,43,186
박이영,56,190
이보영,109,152
김지조,69,205
조지경,118,178
김은경,107,189
유보현,59,152
조은현,46,168
박나희,93,149
이이영,116,196
박보조,73,180
서문재라,89,200
박나조,115,148
유나경,117,159
탁나희,86,205
조보경,60,180
조영조,79,178
이지홍,106,161
이나현,118,196
조지홍,93,147
조영조,99,206
김은경,51,172
유영영,85,197
서문지조,55,153
탁이희,102,177
김지희,79,205
탁지홍,61,154
탁영경,97,166
김영홍,107,145
박보라,49,146
탁은희,99,144
서문은조,110,176
서문지라,104,143
서문나라,74,183
조지현,96,146
유이조,118,168
조나홍,104,144
서문지홍,93,155
조이홍,76,186
김영희,84,180
김나영,115,183
서문나라,98,207
이지영,50,197
김은현,99,208
박이경,117,198
유은라,97,174
조보경,83,193
서문지조,96,179
서문보라,64,169
서문나라,118,161
김나라,110,181
이보라,86,184
유은홍,79,174
박지영,117,169
김영영,106,158
서문이영,89,169
탁지경,96,194
김보조,76,188
박보희,94,155
박은홍,75,159
박재경,106,163
이지희,73,148
이지영,109,146
탁지경,82,144
탁재희,62,171
김지영,74,196
서문은라,93,157
박은경,89,202
유이라,78,173
김재영,109,199
서문지조,54,144
서문은조,119,176
김보라,82,198
김나희,68,140
조지영,64,165
유영경,83,173
김재경,43,146
유나현,82,208
박나현,84,195
서문영현,63,164
탁재라,45,186
서문재희,49,190
김지영,58,175
이보현,117,147
서문나경,107,154
유이라,109,170
김나영,70,209
조보현,45,175
이나희,81,192
이나영,84,142
이보조,51,187
서문지홍,108,177
조은라,112,199
조나라,45,204
유보경,85,146
박나희,76,178
유이홍,102,207
김지경,84,187
서문재홍,117,149
유은현,76,183
조보영,57,162
이이홍,83,196
김영희,106,164
김지조,80,156
서문이라,60,183
김은홍,80,164
박보홍,53,174
조재조,61,191
이지현,99,148
유나조,117,166
조나홍,81,149
탁영조,54,196
탁재조,48,166
박재조,103,203
서문나영,83,181
서문나영,108,152
박은희,107,199
박영라,56,158
탁보희,63,204
조영라,108,165
탁나경,114,188
이이경,68,172
김재홍,106,180
조이라,55,204
유재라,78,176
조영희,109,148
유보영,109,190
이이조,57,140
유재조,112,172
유지경,108,201
김보경,111,142
서문재현,57,154
김나영,66,188
유이경,56,171
탁보홍,97,149
박이홍,118,202
서문은홍,41,197
조영라,72,161
조은현,42,188
탁재희,75,207
박지현,67,140
탁영희,95,147
조영희,42,208
김은현,68,148
박나라,53,204
김재희,48,209
김은영,73,176
유나라,102,200
탁이희,68,141
조이조,81,150
조지라,111,172
김재영,45,171
박이경,112,140
유은조,41,167
조이현,40,164
이지희,59,158
이영경,101,202
조영홍,81,143
탁지영,73,176
박지영,89,197
조재라,66,192
이은경,74,154
박지현,102,163
서문은희,78,149
박재조,54,205
서문은현,109,207
유나희,82,171
유보라,88,192
유재라,95,181
조지현,47,155
이나희,118,194
조이영,47,188
탁지희,92,159
이재조,95,195
서문이현,119,193
조나홍,93,185
서문영라,113,172
이나희,44,191
박재홍,76,170
유보영,46,181
조보조,107,158
유지홍,119,151
서문영경,111,150
탁이조,43,156
박나라,96,194
탁보영,78,169
탁나경,47,168
김이희,97,204
서문은조,111,191
이재경,72,193
김재경,116,141
탁영영,71,143
박재라,64,158
이영홍,52,207
조보라,67,183
서문나조,70,193
박나영,81,153
서문나조,52,186
김영조,105,145
서문이경,56,184
탁재희,89,188
탁재영,119,149
유영조,102,166
유영라,46,157
김은희,47,153
탁영조,66,193
탁보홍,109,152
이이영,108,176
유은희,115,167
이재조,49,152
김보희,111,143
서문영라,54,180
유나경,109,162
조보희,113,145
박재라,59,207
탁영홍,59,173
박보희,85,158
이지라,99,160
서문보경,107,160
조은영,66,142
서문재홍,95,207
박재홍,50,188
박지영,75,196
박이현,111,186
서문이경,60,169
김영경,85,179
김지조,88,142
이영홍,71,148
김지현,51,192
유지라,56,154
유보조,109,180
이지조,78,200
서문보홍,90,168
조이조,50,147
서문영조,90,198
조영라,70,202
조나현,103,194
유보현,103,146
서문지희,109,198
서문재희,89,170
유지현,118,191
박은영,80,191
유영현,114,164
탁이경,48,177
서문재희,59,160
서문지조,90,155
김이홍,54,153
김지경,53,186
김보영,74,159
서문재조,95,149
김재희,47,187
탁이조,103,203
박이영,81,160
서문나현,67,146
서문보홍,73,183
서문지희,56,169
김은희,102,179
탁보라,103,203
박지현,68,153
탁보희,95,153
김영라,99,193
조은영,42,175
김지영,77,150
조지현,82,166
김영영,48,202
이지경,97,152
이나현,58,168
이은영,118,189
이지영,48,183
탁나영,78,202
이재경,46,168
이영희,43,190
서문영경,86,142
김재라,77,185
김나희,47,149
조재영,69,163
김은조,82,182
조이영,113,150
탁재희,43,153
김이영,63,184
서문재영,115,150
유영경,54,203
이영영,71,170
유지라,53,201
탁영현,73,142
이재경,84,149
탁나영,94,162
김영홍,50,205
이지라,115,154
탁은현,65,150
이나홍,45,147
박재라,79,208
조보조,67,147
조은현,86,194
이지경,94,192
이나홍,89,161
김지희,47,188
이보영,54,169
박이라,84,171
조나희,96,208
서문은영,49,159
조나현,71,188
유지희,93,145
조이희,57,149
조이조,75,145
유영라,41,191
박영라,98,158
이나홍,71,162
서문이현,69,152
탁지현,85,152
김지조,57,141
조지라,52,161
김보라,47,140
유지라,106,162
탁나조,71,197
이영현,106,206
탁보현,82,196
이이라,60,143
김은경,78,157
박재현,109,161
탁은영,79,180
김영영,64,146
탁나홍,96,185
서문영홍,73,203
유영현,75,199
김이현,56,141
